StopID,Passenger_On_Weekday_GoodWeather,Passenger_On_Weekday_FairWeather,Passenger_On_Weekday_BadWeather,Passenger_On_Weekend_GoodWeather,Passenger_On_Weekend_FairWeather,Passenger_On_Weekend_BadWeather,Passenger_off_Weekday_GoodWeather,Passenger_off_Weekday_FairWeather,Passenger_off_Weekday_BadWeather,Passenger_off_Weekend_GoodWeather,Passenger_off_Weekend_FairWeather,Passenger_off_Weekend_BadWeather
31,5,3,3,2,6,6,1,1,1,6,2,0
32,0,0,0,1,1,1,1,2,0,1,5,0
34,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0
165,2,0,0,1,2,1,1,2,0,2,3,0
228,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,2,2,1,1,0,0
258,0,0,0,0,0,0,1,1,1,1,1,0
259,1,1,1,0,0,0,0,1,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,1,1,0,0
264,1,0,0,1,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,1,0,0,1,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,1,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0
276,1,0,1,1,0,1,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0
283,1,1,0,2,1,1,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0
286,1,1,1,1,1,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0,2,0,0,2,0,1,0,0,1,0
339,0,1,1,0,1,1,0,0,2,0,0,0
340,0,0,0,0,0,0,3,0,0,3,0,0
341,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,2,0,0,2,0,0,1,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,1,0,0,1,0,1,0,0,1,0
353,0,0,0,0,0,0,0,1,0,0,1,0
374,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0
468,0,1,1,0,0,0,0,0,1,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,1,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,1,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0,0
589,2,0,3,2,0,3,0,0,0,0,0,0
618,0,0,0,0,0,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0,0,0,0
628,0,0,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0,0,0
635,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0,0,0,0
720,0,0,1,0,0,0,0,1,1,0,0,0
865,0,0,0,0,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0,0,0
870,0,0,0,0,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0,0,0,0,0,0
873,0,0,0,0,0,0,0,0,0,0,0,0
874,0,0,0,0,0,0,0,0,0,0,0,0
877,1,1,1,1,0,0,1,0,1,0,0,0
882,0,0,0,0,0,0,2,2,2,1,1,0
883,1,2,1,1,1,1,0,0,0,0,0,0
884,2,2,1,2,2,2,0,0,1,0,0,0
887,1,1,0,0,0,0,0,0,1,0,0,0
889,1,1,1,0,1,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0,0,0,0,0
1031,0,0,1,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,0,0,0,0,0,0,0,0,0
1054,0,0,0,0,0,0,0,0,0,0,0,0
1055,0,0,0,0,0,0,0,0,0,0,0,0
1058,0,0,0,0,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,0,0,0,0,0,0,0,0,0,0,0
1064,0,0,0,0,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0,0,0,0,0
1068,0,0,0,0,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,0,0,0,0,0,0
1070,0,0,0,0,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,0,0,1,0,0,0,0
1072,0,0,0,0,0,0,0,0,0,0,0,0
1073,0,0,0,0,0,0,0,0,0,0,0,0
1074,0,0,1,0,0,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0,1,0,0,0
1128,0,0,0,0,0,0,0,0,0,0,0,0
1217,0,0,1,0,0,0,0,2,2,0,0,0
1219,0,0,0,0,0,0,0,0,0,0,0,0
1224,0,0,0,0,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0,0,0,0,0,0
1226,0,0,0,0,0,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,1,1,0,0,0,0
1229,0,0,0,0,0,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,1,0,0,0,0,0
1233,0,0,0,0,0,0,0,0,0,0,0,0
1234,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0,0,0,0,0,0
1236,0,0,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0,0,0
1240,0,0,0,0,0,0,0,0,0,0,0,0
1241,0,0,0,0,0,0,0,0,1,0,0,0
1242,0,0,0,0,0,0,0,0,0,0,0,0
1243,0,0,0,0,0,0,0,0,0,0,0,0
1244,0,0,0,0,0,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0,0,0,0,0,0
1246,0,0,0,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0,0,0,0,0,0
1356,0,0,0,0,0,0,0,0,0,0,0,0
1787,0,0,0,0,0,0,0,0,0,0,0,0
1788,0,0,0,0,0,0,0,0,0,0,0,0
1789,0,0,0,0,0,0,1,2,2,0,0,0
1796,0,1,0,0,0,1,0,0,1,1,1,0
1837,1,0,0,0,1,1,0,0,0,0,0,0
1839,1,1,1,1,1,0,2,2,3,0,0,0
1840,0,0,0,0,0,0,0,0,0,0,0,0
1841,1,1,0,1,1,1,1,0,0,0,0,0
1842,1,1,1,1,2,1,1,0,0,1,0,0
1843,0,0,0,0,0,1,0,0,0,0,0,0
1846,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,0,0,0,0,0,0,0,0,0,0,0
1849,0,0,0,0,0,0,0,0,0,0,0,0
1850,0,0,0,0,0,0,0,0,0,0,0,0
1851,0,0,0,0,0,0,0,0,0,0,0,0
1852,0,0,0,0,0,0,0,0,0,0,0,0
1853,0,0,0,0,0,0,0,0,0,0,0,0
1874,0,0,0,0,0,0,0,0,0,0,0,0
1959,0,0,0,0,0,0,0,0,0,0,0,0
1969,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,1,0,0
2098,0,0,0,0,0,0,0,0,0,0,0,0
2107,2,2,1,0,0,0,1,1,1,1,1,0
2108,0,0,0,0,0,0,0,0,0,0,0,0
2109,0,0,0,0,0,0,0,0,1,1,1,0
2112,0,0,0,0,0,0,0,0,1,0,0,0
2168,0,0,0,0,0,0,0,0,0,0,0,0
2169,1,0,1,0,1,1,0,0,0,0,0,0
2180,0,0,0,0,0,0,0,0,0,0,0,0
2181,0,0,0,0,0,0,0,0,0,0,0,0
2182,0,0,0,0,0,0,0,0,0,0,0,0
2205,0,0,0,0,0,0,0,0,0,0,0,0
2207,0,0,0,0,0,0,0,0,4,0,0,0
2247,0,0,0,0,0,0,0,0,0,0,0,0
2509,0,0,0,0,0,0,0,1,1,1,1,0
2589,0,0,0,0,0,0,3,3,3,4,3,0
2663,0,0,0,0,0,0,3,3,3,2,2,0
2664,2,1,2,2,1,2,0,0,0,0,0,0
2665,2,3,2,2,2,2,0,0,0,0,0,0
2706,0,0,0,0,0,0,0,1,1,0,0,0
2896,0,0,0,0,0,0,1,1,1,1,2,0
2897,0,0,0,0,0,0,0,0,0,1,0,0
2898,0,0,0,0,0,0,0,0,0,0,0,0
2899,0,0,0,0,0,0,0,0,0,0,0,0
2902,0,0,0,0,0,0,0,0,0,0,0,0
2903,0,0,2,0,0,0,0,0,0,0,0,0
2904,0,0,0,0,0,0,0,0,0,0,0,0
2905,0,0,0,0,0,0,0,0,0,0,0,0
2906,0,0,0,0,0,0,0,0,0,0,0,0
2907,0,0,0,0,0,0,0,0,0,0,0,0
2908,0,0,0,0,0,0,0,0,0,0,0,0
2909,0,0,0,0,0,0,0,0,0,0,0,0
2910,0,0,0,0,0,0,0,0,0,0,0,0
2911,0,0,0,0,0,0,0,0,0,0,0,0
2912,0,0,0,0,0,0,0,0,0,0,0,0
2913,0,0,0,0,0,0,0,0,0,0,0,0
2914,0,0,0,0,0,0,0,0,0,0,0,0
2915,0,0,0,0,0,0,0,0,0,0,0,0
2916,0,0,0,0,0,0,0,0,0,0,0,0
2917,0,0,0,0,0,0,0,0,0,0,0,0
2918,0,0,0,0,0,0,0,0,0,0,0,0
2919,0,0,0,0,0,0,0,0,0,0,0,0
2920,0,0,0,0,0,0,0,0,0,0,0,0
2921,0,0,0,0,0,0,0,0,0,0,0,0
2931,0,0,0,0,0,0,0,0,0,1,0,0
2951,0,0,0,0,0,0,0,0,0,0,0,0
2955,0,0,0,0,0,0,0,0,0,0,0,0
3193,0,0,0,0,0,0,0,0,0,0,0,0
3195,0,0,0,0,0,0,0,0,0,0,0,0
3216,0,0,0,0,0,0,0,0,0,0,0,0
3219,1,1,1,1,1,1,0,0,0,0,0,0
3221,4,4,5,3,3,2,0,0,0,0,0,0
3233,0,0,0,0,0,0,0,0,0,0,0,0
3234,0,0,0,0,0,0,0,0,0,0,0,0
3239,4,4,5,3,3,4,1,1,1,1,1,0
3241,0,0,0,0,0,0,0,0,0,0,0,0
3246,0,0,0,0,0,0,0,0,0,0,0,0
3248,0,0,0,0,0,0,0,0,0,0,0,0
3250,0,1,0,0,0,0,0,0,0,0,0,0
3253,0,0,0,0,0,0,1,1,0,0,0,0
3254,0,0,0,0,0,0,0,0,0,0,0,0
3255,0,0,0,0,0,0,1,1,2,2,1,0
3256,0,0,0,0,0,0,1,1,0,3,1,0
3257,0,0,0,0,0,0,0,0,1,1,0,0
3259,0,0,0,0,0,0,0,0,0,0,0,0
3260,0,0,0,0,0,0,0,0,0,0,0,0
3262,0,0,0,0,0,0,0,0,0,0,0,0
3263,0,0,0,0,0,0,0,0,0,0,0,0
3264,0,0,0,0,0,0,0,0,0,0,0,0
3284,0,0,0,0,0,0,0,0,0,0,0,0
3287,1,1,1,0,1,1,0,0,0,0,0,0
3301,1,1,1,0,0,0,0,0,0,0,0,0
3303,0,0,0,0,0,0,0,0,0,0,0,0
3304,0,0,0,0,0,0,0,0,0,0,0,0
3308,0,0,0,0,0,0,0,0,0,0,0,0
3313,0,0,0,0,0,0,0,0,0,0,0,0
3333,0,0,0,0,0,0,0,0,0,0,0,0
3348,0,0,0,0,0,0,0,0,0,0,0,0
3399,0,0,0,0,0,0,0,0,0,0,0,0
3409,0,0,0,0,0,1,0,0,0,0,0,0
3428,0,0,1,0,0,0,0,0,0,0,0,0
3455,1,1,1,0,1,1,0,0,0,0,0,0
3751,0,0,0,0,0,0,0,0,0,0,0,0
3752,0,0,0,0,0,0,0,0,0,0,0,0
3753,0,0,0,0,0,0,0,0,0,0,0,0
3754,0,0,0,0,0,0,0,0,0,0,0,0
3755,0,0,0,0,0,0,0,0,0,0,0,0
3756,0,0,0,0,0,0,0,0,0,0,0,0
3757,0,0,0,0,0,0,0,0,0,0,0,0
3758,0,0,0,0,0,0,0,0,0,0,0,0
3761,0,0,0,0,0,0,0,0,0,0,0,0
3762,0,0,0,0,0,0,0,0,0,0,0,0
3763,0,0,0,0,0,0,0,0,0,0,0,0
3764,0,0,0,0,0,0,0,0,0,0,0,0
3765,0,0,0,0,0,0,0,0,0,0,0,0
3766,0,0,0,0,0,0,0,0,0,0,0,0
3767,0,0,0,0,1,0,0,0,0,0,0,0
3768,1,0,0,0,0,0,0,0,0,0,0,0
3798,0,0,0,0,0,0,0,0,0,0,0,0
3799,0,0,0,0,0,0,0,0,0,0,0,0
3800,0,0,0,0,0,0,0,0,0,0,0,0
3804,0,0,0,0,0,0,0,0,0,0,0,0
3937,0,0,0,0,0,0,0,0,0,0,0,0
3940,0,0,0,0,0,0,0,0,0,0,0,0
3954,0,0,0,0,0,0,0,0,0,0,0,0
3955,0,0,0,0,0,0,0,0,0,0,0,0
4358,0,1,0,2,0,2,0,0,0,0,0,0
4493,0,0,0,0,0,0,1,1,0,4,4,0
7116,1,2,0,2,4,5,0,0,0,0,0,0
7118,6,3,0,0,10,3,0,0,0,0,0,0
7124,0,0,0,0,0,0,1,0,1,0,1,0
7125,0,0,0,0,0,0,0,0,0,0,1,0
7130,0,0,0,0,0,0,3,3,4,5,6,0
7131,0,0,0,0,0,0,0,0,0,0,0,0
7161,0,0,0,0,0,0,0,0,0,0,0,0
7167,0,0,0,0,1,0,0,0,0,0,0,0
7168,1,1,0,0,1,2,3,1,0,1,4,0
7175,4,3,3,5,6,10,4,4,4,6,7,0
7194,0,0,0,0,0,0,0,0,0,0,0,0
7216,6,5,4,6,6,6,5,5,6,4,6,0
7266,0,0,0,0,1,2,0,0,0,0,0,0
8033,0,0,0,0,0,0,0,0,0,0,0,0
8036,0,0,0,0,0,0,0,0,0,0,0,0
9018,0,0,0,0,0,0,0,0,0,0,0,0
9025,0,0,0,0,0,0,0,0,0,0,0,0
10080,0,0,0,0,0,0,0,0,0,0,0,0
10087,0,0,0,0,0,0,0,0,0,0,0,0
10121,0,0,0,0,0,0,0,0,0,0,0,0
10134,0,0,0,0,0,0,0,0,0,0,0,0
10135,0,0,1,0,0,0,0,0,0,0,0,0
10193,0,0,0,0,0,0,0,0,0,0,0,0
10217,0,0,0,0,0,0,0,0,0,0,0,0
10221,0,0,0,0,0,0,0,0,0,0,0,0
10266,0,0,0,0,0,0,0,0,0,0,0,0
10328,0,0,0,0,0,0,0,0,0,0,0,0
10329,0,0,0,0,0,0,0,0,0,0,0,0
10502,0,0,0,0,0,0,0,0,0,0,0,0
10503,0,0,0,0,0,0,0,0,0,0,0,0
10506,0,0,0,0,0,0,0,0,0,1,0,0
10507,0,0,0,0,0,0,0,0,0,0,0,0
10508,0,0,0,0,0,0,1,0,0,0,0,0
10509,0,0,0,0,0,0,0,0,1,0,0,0
10510,0,0,0,0,0,0,0,0,0,0,0,0
10511,0,0,0,0,0,0,0,0,0,0,0,0
10514,1,1,0,3,2,1,0,0,0,1,1,0
10516,0,0,0,0,0,0,0,0,0,0,0,0
10517,0,0,0,0,0,0,0,0,0,0,0,0
10518,0,0,0,0,0,0,0,0,0,0,0,0
10519,0,0,0,0,0,0,0,0,0,0,0,0
10520,0,0,0,0,0,0,0,0,0,0,0,0
10521,0,0,0,0,0,2,0,0,0,0,2,0
10522,0,0,0,0,0,0,0,0,0,0,0,0
10523,0,0,0,0,0,0,0,0,0,0,0,0
10577,0,0,0,0,0,0,0,0,0,0,0,0
10591,0,0,0,0,0,0,0,0,1,0,0,0
10592,0,0,0,0,0,0,0,0,0,0,0,0
10602,0,0,0,0,0,0,0,0,0,0,0,0
10610,0,0,0,0,0,0,0,0,0,0,0,0
10612,0,0,0,0,0,0,0,0,0,0,0,0
10613,0,0,0,0,0,0,0,0,1,1,2,0
10614,0,0,0,0,0,0,0,0,0,0,0,0
10615,6,10,8,4,2,3,11,10,6,3,3,0
10616,0,0,0,0,0,0,0,0,0,0,0,0
10617,0,0,0,0,0,0,0,0,0,0,0,0
10618,0,0,0,0,0,0,0,0,0,0,0,0
10619,0,0,0,0,0,0,0,0,0,0,0,0
10620,0,1,1,0,0,2,0,0,0,0,0,0
10621,0,0,0,0,0,0,0,0,0,0,0,0
10622,0,0,0,0,0,0,0,0,0,0,0,0
10623,0,0,0,0,0,1,0,0,0,1,0,0
10626,0,0,0,4,5,6,0,0,0,4,4,0
10627,0,0,0,0,0,0,0,0,0,0,0,0
10628,0,0,0,0,0,0,0,0,0,0,0,0
10629,0,0,0,0,0,0,0,0,0,0,0,0
10630,0,0,0,0,0,0,0,0,0,0,0,0
10631,0,0,0,0,0,0,0,0,0,0,0,0
10850,0,0,0,0,0,0,0,0,0,0,0,0
10953,0,0,0,0,0,0,0,0,0,5,0,0
10968,0,0,0,0,0,0,0,0,0,1,1,0
10969,0,0,0,0,0,0,0,0,0,0,0,0
10971,1,0,0,0,1,1,0,0,0,0,0,0
11053,0,1,0,1,2,1,1,0,0,1,1,0
11112,1,1,0,0,3,1,0,0,0,0,0,0
11113,0,0,0,0,0,0,0,0,0,0,0,0
11114,0,0,0,0,0,0,0,0,0,0,0,0
11116,0,1,1,9,5,3,1,2,1,1,2,0
11117,0,0,0,0,0,0,0,0,0,0,0,0
11118,0,0,0,0,0,0,0,0,0,0,0,0
11119,0,0,0,0,0,0,0,0,1,0,0,0
11436,0,0,0,0,0,0,0,0,0,0,0,0
11581,0,0,0,0,0,0,0,0,0,0,0,0
11623,0,0,0,0,0,0,0,0,0,0,0,0
11637,0,0,0,0,0,0,1,0,0,0,1,0
11638,0,0,0,0,0,0,0,0,0,0,0,0
12011,0,0,0,0,0,0,0,0,0,0,0,0
12021,0,0,0,0,0,0,0,0,0,0,0,0
12022,0,0,0,0,0,0,0,0,0,0,0,0
